row,column,value,context,item,sheet,file
4,0,Burundi,,Q967,table-1b,homicide_report_total_and_sex.xlsx
5,0,Burundi,,Q967,table-1b,homicide_report_total_and_sex.xlsx
6,0,Burundi,,Q967,table-1b,homicide_report_total_and_sex.xlsx
7,0,Comoros,,Q970,table-1b,homicide_report_total_and_sex.xlsx
8,0,Comoros,,Q970,table-1b,homicide_report_total_and_sex.xlsx
9,0,Comoros,,Q970,table-1b,homicide_report_total_and_sex.xlsx
10,0,Djibouti,,Q977,table-1b,homicide_report_total_and_sex.xlsx
11,0,Djibouti,,Q977,table-1b,homicide_report_total_and_sex.xlsx
12,0,Djibouti,,Q977,table-1b,homicide_report_total_and_sex.xlsx
4,1,SDG,,Q7649586,table-1b,homicide_report_total_and_sex.xlsx
5,1,SDG,,Q7649586,table-1b,homicide_report_total_and_sex.xlsx
6,1,SDG,,Q7649586,table-1b,homicide_report_total_and_sex.xlsx
7,1,GHD Estimate,,Q6039400,table-1b,homicide_report_total_and_sex.xlsx
8,1,GHD Estimate,,Q6039400,table-1b,homicide_report_total_and_sex.xlsx
9,1,GHD Estimate,,Q6039400,table-1b,homicide_report_total_and_sex.xlsx
10,1,GHD Estimate,,Q6039400,table-1b,homicide_report_total_and_sex.xlsx
11,1,GHD Estimate,,Q6039400,table-1b,homicide_report_total_and_sex.xlsx
12,1,GHD Estimate,,Q6039400,table-1b,homicide_report_total_and_sex.xlsx
4,2,Females,,Q6581072,table-1b,homicide_report_total_and_sex.xlsx
7,2,Females,,Q6581072,table-1b,homicide_report_total_and_sex.xlsx
10,2,Females,,Q6581072,table-1b,homicide_report_total_and_sex.xlsx
5,2,Males,,Q6581097,table-1b,homicide_report_total_and_sex.xlsx
8,2,Males,,Q6581097,table-1b,homicide_report_total_and_sex.xlsx
11,2,Males,,Q6581097,table-1b,homicide_report_total_and_sex.xlsx
4,0,Burundi,,Q967,table-2a,homicide_report_total_and_sex.xlsx
5,0,Burundi,,Q967,table-2a,homicide_report_total_and_sex.xlsx
6,0,Burundi,,Q967,table-2a,homicide_report_total_and_sex.xlsx
7,0,Burundi,,Q967,table-2a,homicide_report_total_and_sex.xlsx
8,0,Burundi,,Q967,table-2a,homicide_report_total_and_sex.xlsx
9,0,Burundi,,Q967,table-2a,homicide_report_total_and_sex.xlsx
10,0,Comoros,,Q970,table-2a,homicide_report_total_and_sex.xlsx
11,0,Comoros,,Q970,table-2a,homicide_report_total_and_sex.xlsx
12,0,Comoros,,Q970,table-2a,homicide_report_total_and_sex.xlsx
13,0,Comoros,,Q970,table-2a,homicide_report_total_and_sex.xlsx
14,0,Comoros,,Q970,table-2a,homicide_report_total_and_sex.xlsx
15,0,Comoros,,Q970,table-2a,homicide_report_total_and_sex.xlsx
16,0,Djibouti,,Q977,table-2a,homicide_report_total_and_sex.xlsx
17,0,Djibouti,,Q977,table-2a,homicide_report_total_and_sex.xlsx
18,0,Djibouti,,Q977,table-2a,homicide_report_total_and_sex.xlsx
19,0,Djibouti,,Q977,table-2a,homicide_report_total_and_sex.xlsx
20,0,Djibouti,,Q977,table-2a,homicide_report_total_and_sex.xlsx
21,0,Djibouti,,Q977,table-2a,homicide_report_total_and_sex.xlsx
4,1,SDG,,Q7649586,table-2a,homicide_report_total_and_sex.xlsx
5,1,SDG,,Q7649586,table-2a,homicide_report_total_and_sex.xlsx
6,1,SDG,,Q7649586,table-2a,homicide_report_total_and_sex.xlsx
7,1,SDG,,Q7649586,table-2a,homicide_report_total_and_sex.xlsx
8,1,SDG,,Q7649586,table-2a,homicide_report_total_and_sex.xlsx
9,1,SDG,,Q7649586,table-2a,homicide_report_total_and_sex.xlsx
10,1,GHD Estimate,,Q6039400,table-2a,homicide_report_total_and_sex.xlsx
11,1,GHD Estimate,,Q6039400,table-2a,homicide_report_total_and_sex.xlsx
12,1,GHD Estimate,,Q6039400,table-2a,homicide_report_total_and_sex.xlsx
13,1,GHD Estimate,,Q6039400,table-2a,homicide_report_total_and_sex.xlsx
14,1,GHD Estimate,,Q6039400,table-2a,homicide_report_total_and_sex.xlsx
15,1,GHD Estimate,,Q6039400,table-2a,homicide_report_total_and_sex.xlsx
16,1,GHD Estimate,,Q6039400,table-2a,homicide_report_total_and_sex.xlsx
17,1,GHD Estimate,,Q6039400,table-2a,homicide_report_total_and_sex.xlsx
18,1,GHD Estimate,,Q6039400,table-2a,homicide_report_total_and_sex.xlsx
19,1,GHD Estimate,,Q6039400,table-2a,homicide_report_total_and_sex.xlsx
20,1,GHD Estimate,,Q6039400,table-2a,homicide_report_total_and_sex.xlsx
21,1,GHD Estimate,,Q6039400,table-2a,homicide_report_total_and_sex.xlsx
4,2,Females,,Q6581072,table-2a,homicide_report_total_and_sex.xlsx
5,2,Females,,Q6581072,table-2a,homicide_report_total_and_sex.xlsx
6,2,Females,,Q6581072,table-2a,homicide_report_total_and_sex.xlsx
10,2,Females,,Q6581072,table-2a,homicide_report_total_and_sex.xlsx
11,2,Females,,Q6581072,table-2a,homicide_report_total_and_sex.xlsx
12,2,Females,,Q6581072,table-2a,homicide_report_total_and_sex.xlsx
16,2,Females,,Q6581072,table-2a,homicide_report_total_and_sex.xlsx
17,2,Females,,Q6581072,table-2a,homicide_report_total_and_sex.xlsx
18,2,Females,,Q6581072,table-2a,homicide_report_total_and_sex.xlsx
7,2,Males,,Q6581097,table-2a,homicide_report_total_and_sex.xlsx
8,2,Males,,Q6581097,table-2a,homicide_report_total_and_sex.xlsx
9,2,Males,,Q6581097,table-2a,homicide_report_total_and_sex.xlsx
13,2,Males,,Q6581097,table-2a,homicide_report_total_and_sex.xlsx
14,2,Males,,Q6581097,table-2a,homicide_report_total_and_sex.xlsx
15,2,Males,,Q6581097,table-2a,homicide_report_total_and_sex.xlsx
19,2,Males,,Q6581097,table-2a,homicide_report_total_and_sex.xlsx
20,2,Males,,Q6581097,table-2a,homicide_report_total_and_sex.xlsx
21,2,Males,,Q6581097,table-2a,homicide_report_total_and_sex.xlsx
4,0,Burundi,,Q967,table-2b,homicide_report_total_and_sex.xlsx
10,0,Comoros,,Q970,table-2b,homicide_report_total_and_sex.xlsx
16,0,Djibouti,,Q977,table-2b,homicide_report_total_and_sex.xlsx
4,2,SDG,,Q7649586,table-2b,homicide_report_total_and_sex.xlsx
5,2,SDG,,Q7649586,table-2b,homicide_report_total_and_sex.xlsx
6,2,SDG,,Q7649586,table-2b,homicide_report_total_and_sex.xlsx
7,2,SDG,,Q7649586,table-2b,homicide_report_total_and_sex.xlsx
8,2,SDG,,Q7649586,table-2b,homicide_report_total_and_sex.xlsx
9,2,SDG,,Q7649586,table-2b,homicide_report_total_and_sex.xlsx
10,2,GHD Estimate,,Q6039400,table-2b,homicide_report_total_and_sex.xlsx
11,2,GHD Estimate,,Q6039400,table-2b,homicide_report_total_and_sex.xlsx
12,2,GHD Estimate,,Q6039400,table-2b,homicide_report_total_and_sex.xlsx
13,2,GHD Estimate,,Q6039400,table-2b,homicide_report_total_and_sex.xlsx
14,2,GHD Estimate,,Q6039400,table-2b,homicide_report_total_and_sex.xlsx
15,2,GHD Estimate,,Q6039400,table-2b,homicide_report_total_and_sex.xlsx
16,2,GHD Estimate,,Q6039400,table-2b,homicide_report_total_and_sex.xlsx
17,2,GHD Estimate,,Q6039400,table-2b,homicide_report_total_and_sex.xlsx
18,2,GHD Estimate,,Q6039400,table-2b,homicide_report_total_and_sex.xlsx
19,2,GHD Estimate,,Q6039400,table-2b,homicide_report_total_and_sex.xlsx
20,2,GHD Estimate,,Q6039400,table-2b,homicide_report_total_and_sex.xlsx
21,2,GHD Estimate,,Q6039400,table-2b,homicide_report_total_and_sex.xlsx
4,1,Females,,Q6581072,table-2b,homicide_report_total_and_sex.xlsx
10,1,Females,,Q6581072,table-2b,homicide_report_total_and_sex.xlsx
16,1,Females,,Q6581072,table-2b,homicide_report_total_and_sex.xlsx
7,1,Males,,Q6581097,table-2b,homicide_report_total_and_sex.xlsx
13,1,Males,,Q6581097,table-2b,homicide_report_total_and_sex.xlsx
19,1,Males,,Q6581097,table-2b,homicide_report_total_and_sex.xlsx
4,0,Burundi,,Q967,table-3a,homicide_report_total_and_sex.xlsx
5,0,Comoros,,Q970,table-3a,homicide_report_total_and_sex.xlsx
6,0,Djibouti,,Q977,table-3a,homicide_report_total_and_sex.xlsx
4,1,SDG,,Q7649586,table-3a,homicide_report_total_and_sex.xlsx
5,1,GHD Estimate,,Q6039400,table-3a,homicide_report_total_and_sex.xlsx
6,1,GHD Estimate,,Q6039400,table-3a,homicide_report_total_and_sex.xlsx
2,5,Females,,Q6581072,table-3a,homicide_report_total_and_sex.xlsx
2,2,Males,,Q6581097,table-3a,homicide_report_total_and_sex.xlsx
4,0,Burundi,,Q967,table-3b,homicide_report_total_and_sex.xlsx
5,0,Comoros,,Q970,table-3b,homicide_report_total_and_sex.xlsx
6,0,Djibouti,,Q977,table-3b,homicide_report_total_and_sex.xlsx
4,1,SDG,,Q7649586,table-3b,homicide_report_total_and_sex.xlsx
5,1,GHD Estimate,,Q6039400,table-3b,homicide_report_total_and_sex.xlsx
6,1,GHD Estimate,,Q6039400,table-3b,homicide_report_total_and_sex.xlsx
3,5,Females,,Q6581072,table-3b,homicide_report_total_and_sex.xlsx
3,2,Males,,Q6581097,table-3b,homicide_report_total_and_sex.xlsx
4,0,Burundi,,Q967,table-4a,homicide_report_total_and_sex.xlsx
5,0,Comoros,,Q970,table-4a,homicide_report_total_and_sex.xlsx
6,0,Djibouti,,Q977,table-4a,homicide_report_total_and_sex.xlsx
4,1,SDG,,Q7649586,table-4a,homicide_report_total_and_sex.xlsx
5,1,GHD Estimate,,Q6039400,table-4a,homicide_report_total_and_sex.xlsx
6,1,GHD Estimate,,Q6039400,table-4a,homicide_report_total_and_sex.xlsx
3,3,Females,,Q6581072,table-4a,homicide_report_total_and_sex.xlsx
3,5,Females,,Q6581072,table-4a,homicide_report_total_and_sex.xlsx
3,7,Females,,Q6581072,table-4a,homicide_report_total_and_sex.xlsx
3,2,Males,,Q6581097,table-4a,homicide_report_total_and_sex.xlsx
3,4,Males,,Q6581097,table-4a,homicide_report_total_and_sex.xlsx
3,6,Males,,Q6581097,table-4a,homicide_report_total_and_sex.xlsx
4,0,Burundi,,Q967,table-4b,homicide_report_total_and_sex.xlsx
5,0,Comoros,,Q970,table-4b,homicide_report_total_and_sex.xlsx
6,0,Djibouti,,Q977,table-4b,homicide_report_total_and_sex.xlsx
4,1,SDG,,Q7649586,table-4b,homicide_report_total_and_sex.xlsx
5,1,GHD Estimate,,Q6039400,table-4b,homicide_report_total_and_sex.xlsx
6,1,GHD Estimate,,Q6039400,table-4b,homicide_report_total_and_sex.xlsx
3,3,Females,,Q6581072,table-4b,homicide_report_total_and_sex.xlsx
3,5,Females,,Q6581072,table-4b,homicide_report_total_and_sex.xlsx
3,7,Females,,Q6581072,table-4b,homicide_report_total_and_sex.xlsx
3,2,Males,,Q6581097,table-4b,homicide_report_total_and_sex.xlsx
3,4,Males,,Q6581097,table-4b,homicide_report_total_and_sex.xlsx
3,6,Males,,Q6581097,table-4b,homicide_report_total_and_sex.xlsx
2,2,Burundi,,Q967,table-5a,homicide_report_total_and_sex.xlsx
2,4,Comoros,,Q970,table-5a,homicide_report_total_and_sex.xlsx
2,6,Djibouti,,Q977,table-5a,homicide_report_total_and_sex.xlsx
4,2,SDG,,Q7649586,table-5a,homicide_report_total_and_sex.xlsx
5,2,SDG,,Q7649586,table-5a,homicide_report_total_and_sex.xlsx
6,2,SDG,,Q7649586,table-5a,homicide_report_total_and_sex.xlsx
7,2,SDG,,Q7649586,table-5a,homicide_report_total_and_sex.xlsx
8,2,SDG,,Q7649586,table-5a,homicide_report_total_and_sex.xlsx
9,2,SDG,,Q7649586,table-5a,homicide_report_total_and_sex.xlsx
4,4,GHD Estimate,,Q6039400,table-5a,homicide_report_total_and_sex.xlsx
4,6,GHD Estimate,,Q6039400,table-5a,homicide_report_total_and_sex.xlsx
5,4,GHD Estimate,,Q6039400,table-5a,homicide_report_total_and_sex.xlsx
5,6,GHD Estimate,,Q6039400,table-5a,homicide_report_total_and_sex.xlsx
6,4,GHD Estimate,,Q6039400,table-5a,homicide_report_total_and_sex.xlsx
6,6,GHD Estimate,,Q6039400,table-5a,homicide_report_total_and_sex.xlsx
7,4,GHD Estimate,,Q6039400,table-5a,homicide_report_total_and_sex.xlsx
7,6,GHD Estimate,,Q6039400,table-5a,homicide_report_total_and_sex.xlsx
8,4,GHD Estimate,,Q6039400,table-5a,homicide_report_total_and_sex.xlsx
8,6,GHD Estimate,,Q6039400,table-5a,homicide_report_total_and_sex.xlsx
9,4,GHD Estimate,,Q6039400,table-5a,homicide_report_total_and_sex.xlsx
9,6,GHD Estimate,,Q6039400,table-5a,homicide_report_total_and_sex.xlsx
4,1,Females,,Q6581072,table-5a,homicide_report_total_and_sex.xlsx
6,1,Females,,Q6581072,table-5a,homicide_report_total_and_sex.xlsx
8,1,Females,,Q6581072,table-5a,homicide_report_total_and_sex.xlsx
5,1,Males,,Q6581097,table-5a,homicide_report_total_and_sex.xlsx
7,1,Males,,Q6581097,table-5a,homicide_report_total_and_sex.xlsx
9,1,Males,,Q6581097,table-5a,homicide_report_total_and_sex.xlsx
2,1,Burundi,,Q967,table-5b,homicide_report_total_and_sex.xlsx
2,3,Comoros,,Q970,table-5b,homicide_report_total_and_sex.xlsx
2,5,Djibouti,,Q977,table-5b,homicide_report_total_and_sex.xlsx
4,1,SDG,,Q7649586,table-5b,homicide_report_total_and_sex.xlsx
5,1,SDG,,Q7649586,table-5b,homicide_report_total_and_sex.xlsx
6,1,SDG,,Q7649586,table-5b,homicide_report_total_and_sex.xlsx
7,1,SDG,,Q7649586,table-5b,homicide_report_total_and_sex.xlsx
8,1,SDG,,Q7649586,table-5b,homicide_report_total_and_sex.xlsx
9,1,SDG,,Q7649586,table-5b,homicide_report_total_and_sex.xlsx
4,3,GHD Estimate,,Q6039400,table-5b,homicide_report_total_and_sex.xlsx
4,5,GHD Estimate,,Q6039400,table-5b,homicide_report_total_and_sex.xlsx
5,3,GHD Estimate,,Q6039400,table-5b,homicide_report_total_and_sex.xlsx
5,5,GHD Estimate,,Q6039400,table-5b,homicide_report_total_and_sex.xlsx
6,3,GHD Estimate,,Q6039400,table-5b,homicide_report_total_and_sex.xlsx
6,5,GHD Estimate,,Q6039400,table-5b,homicide_report_total_and_sex.xlsx
7,3,GHD Estimate,,Q6039400,table-5b,homicide_report_total_and_sex.xlsx
7,5,GHD Estimate,,Q6039400,table-5b,homicide_report_total_and_sex.xlsx
8,3,GHD Estimate,,Q6039400,table-5b,homicide_report_total_and_sex.xlsx
8,5,GHD Estimate,,Q6039400,table-5b,homicide_report_total_and_sex.xlsx
9,3,GHD Estimate,,Q6039400,table-5b,homicide_report_total_and_sex.xlsx
9,5,GHD Estimate,,Q6039400,table-5b,homicide_report_total_and_sex.xlsx
4,7,Females,,Q6581072,table-5b,homicide_report_total_and_sex.xlsx
6,7,Females,,Q6581072,table-5b,homicide_report_total_and_sex.xlsx
8,7,Females,,Q6581072,table-5b,homicide_report_total_and_sex.xlsx
5,7,Males,,Q6581097,table-5b,homicide_report_total_and_sex.xlsx
7,7,Males,,Q6581097,table-5b,homicide_report_total_and_sex.xlsx
9,7,Males,,Q6581097,table-5b,homicide_report_total_and_sex.xlsx
3,1,Burundi,,Q967,table-6,homicide_report_total_and_sex.xlsx
3,4,Comoros,,Q970,table-6,homicide_report_total_and_sex.xlsx
3,7,Djibouti,,Q977,table-6,homicide_report_total_and_sex.xlsx
5,1,SDG,,Q7649586,table-6,homicide_report_total_and_sex.xlsx
6,1,SDG,,Q7649586,table-6,homicide_report_total_and_sex.xlsx
7,1,SDG,,Q7649586,table-6,homicide_report_total_and_sex.xlsx
5,4,GHD Estimate,,Q6039400,table-6,homicide_report_total_and_sex.xlsx
5,7,GHD Estimate,,Q6039400,table-6,homicide_report_total_and_sex.xlsx
6,4,GHD Estimate,,Q6039400,table-6,homicide_report_total_and_sex.xlsx
6,7,GHD Estimate,,Q6039400,table-6,homicide_report_total_and_sex.xlsx
7,4,GHD Estimate,,Q6039400,table-6,homicide_report_total_and_sex.xlsx
7,7,GHD Estimate,,Q6039400,table-6,homicide_report_total_and_sex.xlsx
4,2,Females,,Q6581072,table-6,homicide_report_total_and_sex.xlsx
4,5,Females,,Q6581072,table-6,homicide_report_total_and_sex.xlsx
4,8,Females,,Q6581072,table-6,homicide_report_total_and_sex.xlsx
4,3,Males,,Q6581097,table-6,homicide_report_total_and_sex.xlsx
4,6,Males,,Q6581097,table-6,homicide_report_total_and_sex.xlsx
4,9,Males,,Q6581097,table-6,homicide_report_total_and_sex.xlsx
3,1,Burundi,,Q967,table-7,homicide_report_total_and_sex.xlsx
3,3,Comoros,,Q970,table-7,homicide_report_total_and_sex.xlsx
3,5,Djibouti,,Q977,table-7,homicide_report_total_and_sex.xlsx
5,1,SDG,,Q7649586,table-7,homicide_report_total_and_sex.xlsx
6,1,SDG,,Q7649586,table-7,homicide_report_total_and_sex.xlsx
7,1,SDG,,Q7649586,table-7,homicide_report_total_and_sex.xlsx
5,3,GHD Estimate,,Q6039400,table-7,homicide_report_total_and_sex.xlsx
5,5,GHD Estimate,,Q6039400,table-7,homicide_report_total_and_sex.xlsx
6,3,GHD Estimate,,Q6039400,table-7,homicide_report_total_and_sex.xlsx
6,5,GHD Estimate,,Q6039400,table-7,homicide_report_total_and_sex.xlsx
7,3,GHD Estimate,,Q6039400,table-7,homicide_report_total_and_sex.xlsx
7,5,GHD Estimate,,Q6039400,table-7,homicide_report_total_and_sex.xlsx
3,0,Burundi,,Q967,table-8,homicide_report_total_and_sex.xlsx
7,0,Comoros,,Q970,table-8,homicide_report_total_and_sex.xlsx
11,0,Djibouti,,Q977,table-8,homicide_report_total_and_sex.xlsx
4,1,SDG,,Q7649586,table-8,homicide_report_total_and_sex.xlsx
5,1,SDG,,Q7649586,table-8,homicide_report_total_and_sex.xlsx
6,1,SDG,,Q7649586,table-8,homicide_report_total_and_sex.xlsx
8,1,GHD Estimate,,Q6039400,table-8,homicide_report_total_and_sex.xlsx
9,1,GHD Estimate,,Q6039400,table-8,homicide_report_total_and_sex.xlsx
10,1,GHD Estimate,,Q6039400,table-8,homicide_report_total_and_sex.xlsx
12,1,GHD Estimate,,Q6039400,table-8,homicide_report_total_and_sex.xlsx
13,1,GHD Estimate,,Q6039400,table-8,homicide_report_total_and_sex.xlsx
14,1,GHD Estimate,,Q6039400,table-8,homicide_report_total_and_sex.xlsx
2,2,Females,,Q6581072,table-8,homicide_report_total_and_sex.xlsx
2,3,Males,,Q6581097,table-8,homicide_report_total_and_sex.xlsx
4,0,Burundi,,Q967,table-9,homicide_report_total_and_sex.xlsx
14,0,Burundi,,Q967,table-9,homicide_report_total_and_sex.xlsx
7,0,Comoros,,Q970,table-9,homicide_report_total_and_sex.xlsx
17,0,Comoros,,Q970,table-9,homicide_report_total_and_sex.xlsx
10,0,Djibouti,,Q977,table-9,homicide_report_total_and_sex.xlsx
20,0,Djibouti,,Q977,table-9,homicide_report_total_and_sex.xlsx
4,1,SDG,,Q7649586,table-9,homicide_report_total_and_sex.xlsx
5,1,SDG,,Q7649586,table-9,homicide_report_total_and_sex.xlsx
6,1,SDG,,Q7649586,table-9,homicide_report_total_and_sex.xlsx
14,1,SDG,,Q7649586,table-9,homicide_report_total_and_sex.xlsx
15,1,SDG,,Q7649586,table-9,homicide_report_total_and_sex.xlsx
16,1,SDG,,Q7649586,table-9,homicide_report_total_and_sex.xlsx
7,1,GHD Estimate,,Q6039400,table-9,homicide_report_total_and_sex.xlsx
8,1,GHD Estimate,,Q6039400,table-9,homicide_report_total_and_sex.xlsx
9,1,GHD Estimate,,Q6039400,table-9,homicide_report_total_and_sex.xlsx
10,1,GHD Estimate,,Q6039400,table-9,homicide_report_total_and_sex.xlsx
11,1,GHD Estimate,,Q6039400,table-9,homicide_report_total_and_sex.xlsx
12,1,GHD Estimate,,Q6039400,table-9,homicide_report_total_and_sex.xlsx
17,1,GHD Estimate,,Q6039400,table-9,homicide_report_total_and_sex.xlsx
18,1,GHD Estimate,,Q6039400,table-9,homicide_report_total_and_sex.xlsx
19,1,GHD Estimate,,Q6039400,table-9,homicide_report_total_and_sex.xlsx
20,1,GHD Estimate,,Q6039400,table-9,homicide_report_total_and_sex.xlsx
21,1,GHD Estimate,,Q6039400,table-9,homicide_report_total_and_sex.xlsx
22,1,GHD Estimate,,Q6039400,table-9,homicide_report_total_and_sex.xlsx
3,0,Females,,Q6581072,table-9,homicide_report_total_and_sex.xlsx
13,0,Males,,Q6581097,table-9,homicide_report_total_and_sex.xlsx
4,0,Burundi,,Q967,table-10a,homicide_report_total_and_sex.xlsx
8,0,Burundi,,Q967,table-10a,homicide_report_total_and_sex.xlsx
12,0,Burundi,,Q967,table-10a,homicide_report_total_and_sex.xlsx
5,0,Comoros,,Q970,table-10a,homicide_report_total_and_sex.xlsx
9,0,Comoros,,Q970,table-10a,homicide_report_total_and_sex.xlsx
13,0,Comoros,,Q970,table-10a,homicide_report_total_and_sex.xlsx
6,0,Djibouti,,Q977,table-10a,homicide_report_total_and_sex.xlsx
10,0,Djibouti,,Q977,table-10a,homicide_report_total_and_sex.xlsx
14,0,Djibouti,,Q977,table-10a,homicide_report_total_and_sex.xlsx
4,1,SDG,,Q7649586,table-10a,homicide_report_total_and_sex.xlsx
8,1,SDG,,Q7649586,table-10a,homicide_report_total_and_sex.xlsx
12,1,SDG,,Q7649586,table-10a,homicide_report_total_and_sex.xlsx
5,1,GHD Estimate,,Q6039400,table-10a,homicide_report_total_and_sex.xlsx
6,1,GHD Estimate,,Q6039400,table-10a,homicide_report_total_and_sex.xlsx
9,1,GHD Estimate,,Q6039400,table-10a,homicide_report_total_and_sex.xlsx
10,1,GHD Estimate,,Q6039400,table-10a,homicide_report_total_and_sex.xlsx
13,1,GHD Estimate,,Q6039400,table-10a,homicide_report_total_and_sex.xlsx
14,1,GHD Estimate,,Q6039400,table-10a,homicide_report_total_and_sex.xlsx
2,2,Females,,Q6581072,table-10a,homicide_report_total_and_sex.xlsx
2,3,Males,,Q6581097,table-10a,homicide_report_total_and_sex.xlsx
5,0,Burundi,,Q967,table-10e,homicide_report_total_and_sex.xlsx
9,0,Burundi,,Q967,table-10e,homicide_report_total_and_sex.xlsx
13,0,Burundi,,Q967,table-10e,homicide_report_total_and_sex.xlsx
6,0,Comoros,,Q970,table-10e,homicide_report_total_and_sex.xlsx
10,0,Comoros,,Q970,table-10e,homicide_report_total_and_sex.xlsx
14,0,Comoros,,Q970,table-10e,homicide_report_total_and_sex.xlsx
7,0,Djibouti,,Q977,table-10e,homicide_report_total_and_sex.xlsx
11,0,Djibouti,,Q977,table-10e,homicide_report_total_and_sex.xlsx
15,0,Djibouti,,Q977,table-10e,homicide_report_total_and_sex.xlsx
5,1,SDG,,Q7649586,table-10e,homicide_report_total_and_sex.xlsx
9,1,SDG,,Q7649586,table-10e,homicide_report_total_and_sex.xlsx
13,1,SDG,,Q7649586,table-10e,homicide_report_total_and_sex.xlsx
6,1,GHD Estimate,,Q6039400,table-10e,homicide_report_total_and_sex.xlsx
7,1,GHD Estimate,,Q6039400,table-10e,homicide_report_total_and_sex.xlsx
10,1,GHD Estimate,,Q6039400,table-10e,homicide_report_total_and_sex.xlsx
11,1,GHD Estimate,,Q6039400,table-10e,homicide_report_total_and_sex.xlsx
14,1,GHD Estimate,,Q6039400,table-10e,homicide_report_total_and_sex.xlsx
15,1,GHD Estimate,,Q6039400,table-10e,homicide_report_total_and_sex.xlsx
3,2,Females,,Q6581072,table-10e,homicide_report_total_and_sex.xlsx
3,3,Males,,Q6581097,table-10e,homicide_report_total_and_sex.xlsx
4,0,Burundi,,Q967,table-10b,homicide_report_total_and_sex.xlsx
11,0,Burundi,,Q967,table-10b,homicide_report_total_and_sex.xlsx
18,0,Burundi,,Q967,table-10b,homicide_report_total_and_sex.xlsx
6,0,Comoros,,Q970,table-10b,homicide_report_total_and_sex.xlsx
13,0,Comoros,,Q970,table-10b,homicide_report_total_and_sex.xlsx
20,0,Comoros,,Q970,table-10b,homicide_report_total_and_sex.xlsx
8,0,Djibouti,,Q977,table-10b,homicide_report_total_and_sex.xlsx
15,0,Djibouti,,Q977,table-10b,homicide_report_total_and_sex.xlsx
22,0,Djibouti,,Q977,table-10b,homicide_report_total_and_sex.xlsx
4,1,SDG,,Q7649586,table-10b,homicide_report_total_and_sex.xlsx
5,1,SDG,,Q7649586,table-10b,homicide_report_total_and_sex.xlsx
11,1,SDG,,Q7649586,table-10b,homicide_report_total_and_sex.xlsx
12,1,SDG,,Q7649586,table-10b,homicide_report_total_and_sex.xlsx
18,1,SDG,,Q7649586,table-10b,homicide_report_total_and_sex.xlsx
19,1,SDG,,Q7649586,table-10b,homicide_report_total_and_sex.xlsx
6,1,GHD Estimate,,Q6039400,table-10b,homicide_report_total_and_sex.xlsx
7,1,GHD Estimate,,Q6039400,table-10b,homicide_report_total_and_sex.xlsx
8,1,GHD Estimate,,Q6039400,table-10b,homicide_report_total_and_sex.xlsx
9,1,GHD Estimate,,Q6039400,table-10b,homicide_report_total_and_sex.xlsx
13,1,GHD Estimate,,Q6039400,table-10b,homicide_report_total_and_sex.xlsx
14,1,GHD Estimate,,Q6039400,table-10b,homicide_report_total_and_sex.xlsx
15,1,GHD Estimate,,Q6039400,table-10b,homicide_report_total_and_sex.xlsx
16,1,GHD Estimate,,Q6039400,table-10b,homicide_report_total_and_sex.xlsx
20,1,GHD Estimate,,Q6039400,table-10b,homicide_report_total_and_sex.xlsx
21,1,GHD Estimate,,Q6039400,table-10b,homicide_report_total_and_sex.xlsx
22,1,GHD Estimate,,Q6039400,table-10b,homicide_report_total_and_sex.xlsx
